,Car,Make,Model,Year,Price,Milage,MPG,Expected Car Life (Yr),Gas Cost Per Year,Loan,Cost Per Mile,Cost Per Year,Views Count,Favorite Count,Favorite to Views Ratio,Link,Description
2966,2010 Audi Q5 Premium Plus        ,Audi,Q5,2010,9850.0,149000,20.0,1.2953020134228188,962.5,5850.0,0.22254207171724996,8762.161673468303,104.0,4.0,0.038461538461538464,https://cars.ksl.com/listing/6115310?ad_cid=9,       Selling our 2010 Audi Q5 Premium Plus AWD  We have absolutely loved this car  but it is time for someone else to enjoy it  Car has been extremely well cared for  and looks and runs great  Don t let the miles scare you  this car has a ton of life left and has not given us a single issue  Premium Plus package features black leather interior with heated seats  Panoramic sunroof  navigation  DVD player  Sirius Satelite Radio  bluetooth phone capability  backup camera  and power folding mirrors  This car is a blast to drive in the summer with the sunroof open and music blasting  and is great in the snow thanks to the AWD  Just put new Goodyear tires on at the start of the year  and I have a roof rack for it that is still new in the box  Call or text to come take a look  you will love this car     
243,2008 Mercury Mountaineer Luxury        ,Mercury,Mountaineer,2008,5000.0,102745,16.0,1.8784369069054456,1203.125,1000.0,0.07509360093689886,3887.9283793191144,310.0,11.0,0.035483870967741936,https://cars.ksl.com/listing/6112678?ad_cid=19,       Nice Mountaineer  Oil changed 300 miles ago  new brakes  new fuel pump  new solenoid  Third row seating  Tires have just over 20 000 miles on them so they have a lot of life left  Shines beautifully  Drives great in the snow  Come take it for a drive  I can show you a history report   Need it gone don t want to renew tags  or pay insurance anymore     
2881,2013 Nissan Altima 2.5 S        ,Nissan,Altima,2013,7400.0,105450,31.0,1.8302513039355144,620.9677419354839,3400.0,0.09184052657927826,4744.442344829335,53.0,0.0,0.0,https://cars.ksl.com/listing/6116458?ad_cid=9,       Great sedan with great gas mileage  I get between 30 and 37 miles to the gallon  Has a great Bluetooth capability and has three month old tires and a brand new battery  Great condition and no issues  There is one scratch on the driver s back corner  Looks like a grocery cart scraped it a little bit  Located in Jerome Idaho which is by Twin Falls Idaho  about a 3 Hour Dr  from Salt Lake City     
67,2002 GMC Sonoma        ,GMC,Sonoma,2002,3100.0,112347,14.0,1.717891888523948,1375.0,0.0,0.06231505306972298,3179.5373056994817,64.0,0.0,0.0,https://cars.ksl.com/listing/6150771?ad_cid=9,       02 sonoma  only 112k miles 3 new tires new battery new fuel pump small dents in body was a ranch truck  Interior is in great co dition  No leaks runs great  3100  Obo Awesome truck for the price     
2466,2014 Ram 1500 Sport        ,Ram,1500,2014,17999.0,58200,19.0,3.316151202749141,1013.1578947368421,13999.0,0.15489431674482124,6623.345188906688,1314.0,42.0,0.0319634703196347,https://cars.ksl.com/listing/5935364?ad_cid=11,       2014 RAM  Dodge  1500 Sport Quad Cab truck with 58 200 miles   The truck is in fantastic condition  both inside and out  absolutely nothing wrong with it at all  and it s always had scheduled maintenance   It s the FULLY loaded Sport trim with all the bells and whistles   I recently bought a house so I m just trying to cut some debt now  that s the only reason for selling      Features  5 7L V8 Hemi  8 speed transmission  4WD  quad cab  new ish tires  less than 4k miles on them   backup camera  leather seats  heated and cooled seats  heated steering wheel  power everything  sunroof  nav system  dual climate control  push button start  tow package  trailer tow mirrors  fog lights  spray in bed liner  low profile Craftsman tool box  running boards side steps  tinted windows  bilstein shocks  and more    Now  a few negatives    it does have a crack in the windshield on the drivers side  about a foot long   Doesn t affect visibility  which is why I never bothered to get it fixed   There are also a few minor scratches on the drivers side of the truck  nothing too serious and they aren t deep so I imagine they could be buffed out if you care about that kind of thing   As for the rebuilt title     the dealership I bought the truck from  Zima Auto  had the truck professionally rebuilt and restored   They showed me the pictures from the accident  it was all front end cosmetic damage  there was no damage to the frame or engine compartment at all   I ve never had a single problem with it  and you d never be able to tell by looking at it that it was in an accident      I actually live in Mount Pleasant  but I m willing to meet serious buyers in Spanish Fork if that works better for you   Please call or text with any questions  thanks     
1096,2013 Kia Rio SX        ,Kia,Rio,2013,5000.0,68000,32.0,2.838235294117647,601.5625,1000.0,0.05114098238344797,2378.4531496053314,338.0,23.0,0.06804733727810651,https://cars.ksl.com/listing/6140966?ad_cid=14,       CLEAN TITLE   This is a great little car and gets awesome gas mileage   Regular maintenance has been done   4 door  Plenty of room   2 12v outlets  USB outlet  AUX outlet     
2739,2015 GMC Acadia SLT2        ,GMC,Acadia,2015,20750.0,71000,19.0,2.7183098591549295,1013.1578947368421,16750.0,0.1878158333234626,8912.980401085979,102.0,4.0,0.0392156862745098,https://cars.ksl.com/listing/6113000?ad_cid=8,       2015 GMC Acadia  Runs great  no issues  Loaded  Leather  AWD  Power Seats  Captain Seating  3rd Row Seat  seven passengers  Rear Lift Gate  Nav  Bluetooth  Touchscreen  Rear Entertainment  This Acadia has been 100  reliable and has never let us down  The AWD is great for my wife and is great for winter driving  Call or Text with questions     
3283,1999 Acura RL        ,Acura,RL,1999,3200.0,152764,18.0,1.263386661778953,1069.4444444444446,0.0,0.09634858681143013,3602.3190558434085,109.0,1.0,0.009174311926605505,https://cars.ksl.com/listing/6108002?ad_cid=10,       Drives well  Recently replaced disc brake rotor and pad along with both upper control arms rear with ball joint and bushings  Brakes squeak at first when you start driving  goes away soon after  Small dent on driver side door     
3672,2010 Lincoln MKS        ,Lincoln,MKS,2010,4550.0,90000,19.0,2.1444444444444444,1013.1578947368421,550.0,0.06133126712942787,3146.0080030121035,420.0,23.0,0.05476190476190476,https://cars.ksl.com/listing/6097582?ad_cid=16,       Beautiful white Lincoln  Runs amazing has some zip and power to it  Full sunroof and all the accessories of a luxury car  The bad news is it was in a wreck and the air bags were deployed  It was minor but the cuz control doesn t work  This car is worth alot more and is a real gem     
3200,2008 Subaru Impreza WRX        ,Subaru,Impreza,2008,7500.0,150000,22.0,1.2866666666666666,875.0,3500.0,0.1755430295514906,6821.620319358442,1437.0,39.0,0.027139874739039668,https://cars.ksl.com/listing/6029937?ad_cid=4,       Excellent little car  Awd  Comes with snow tires Need to sell The bank values it at 10575    
2425,2014 Acura RDX Technology Pkg        ,Acura,RDX,2014,14700.0,96510,23.0,1.999792767588851,836.9565217391304,10700.0,0.16268567767690906,8419.042740655015,192.0,5.0,0.026041666666666668,https://cars.ksl.com/listing/6126362?ad_cid=19,       2014 ACURA RDX AWD  RUNS AND DRIVES PERFECTLY  AUTOMATIC TRANSMISSION  ALL WHEEL DRIVE  Brand New Tires  Back Up Camera Bluetooth Connection Climate Control Fog Lamps Hard Disk Drive Media Storage Heated Front Seats Keyless Start Multi Zone A C Navigation System Power Driver Seat Power Liftgate Power Passenger Seat Premium Sound System Privacy Glass Satellite Radio Seat Memory Tire Pressure Monitor A C Adjustable Steering Wheel AM FM Stereo Auto Dimming Rearview Mirror Automatic Headlights Auxiliary Audio Input Brake Assist Bucket Seats CD Player Child Safety Locks Cruise Control Daytime Running Lights Driver Adjustable Lumbar Driver Air Bag Driver Illuminated Vanity Mirror Driver Vanity Mirror Engine Immobilizer Floor Mats Front Head Air Bag Front Reading Lamps Front Side Air Bag Heated Mirrors Intermittent Wipers Keyless Entry Leather Steering Wheel Mirror Memory MP3 Player Pass Through Rear Seat Passenger Air Bag Passenger Air Bag Sensor Passenger Illuminated Visor Mirror Passenger Vanity Mirror Power Door Locks Power Mirror s  Power Outlet Power Steering Power Windows Rear Bench Seat Rear Defrost Rear Head Air Bag Rear Spoiler Remote Trunk Release Security System Stability Control Steering Wheel Audio Controls Telematics Traction Control Transmission w Dual Shift Mode Universal Garage Door Opener Variable Speed Intermittent Wipers 3 5L ABS Brakes All Wheel Drive Automatic Transmission Gasoline Fuel V6 Cylinder Engine    
701,2017 Honda Civic EX        ,Honda,Civic,2017,19000.0,62500,32.0,3.088,601.5625,15000.0,0.15640822787245287,6964.420768284413,33.0,1.0,0.030303030303030304,https://cars.ksl.com/listing/6144951?ad_cid=23,       Honda Civic EX 2017  low miles  Much loved Moving overseas  need to sell  Roof racks and roof storage included  Serviced at Honda exclusively  records included     
2192,2013 BMW X5        ,BMW,X5,2013,17450.0,90500,19.0,2.132596685082873,1013.1578947368421,13450.0,0.1844032071161872,9468.340319790861,107.0,1.0,0.009345794392523364,https://cars.ksl.com/listing/6128724?ad_cid=23,       2013 BMW X5 xDrive35i Sport Activity Sport Utility in excellent condition   Beautiful white exterior with beige on black interior   Hard to find 3rd ROW SEAT   EVERY OPTION available including  but not limited to  adjustable sport seats  navigation  steering wheel paddle shifters  tow hitch for bike rack  luggage rack  ski snowboard attachments  rear a c   heat  backup and side view cameras  panorama roof  running boards  fender flares mud guards for wider tires  clear bra  You will not find a cleaner more beautiful X5 in this model year  New valve cover gaskets  new water pump   Hard to let her go but we are building a home and need the cash    17450 OBO   Motivated to sell ASAP    
1957,2007 Cadillac DTS Luxury Collection        ,Cadillac,DTS,2007,6800.0,67500,18.0,2.859259259259259,1069.4444444444446,2800.0,0.07531225241837063,3490.0205055274732,170.0,5.0,0.029411764705882353,https://cars.ksl.com/listing/6131712?ad_cid=20,       Price reduced  Beautiful car  Drives like a Dream  Seriously Need to see in person  Leather interior no rips or tears  heated cooled automatic adjusting seats  Am FM CD Sirius XM radio  Super low original miles  Newer 235 55R17 Tires  New battery  Newly serviced   dealership  all tested 100   Thanks for Looking  Must Sell    
1461,2003 Dodge Neon        ,Dodge,Neon,2003,800.0,141703,22.0,1.3620036273049971,875.0,0.0,0.034165620424582266,1462.3699481865283,168.0,2.0,0.011904761904761904,https://cars.ksl.com/listing/6137733?ad_cid=12,       mechanics special  car does not run  it has a broken timing belt  other than that it has a very good interior  good tires  good body  good battery  was a everyday driver  decided to buy  something new  will consider parting out if I can t sell it    
1001,2016 Ford F-150 Platinum        ,Ford,F-150,2016,39995.0,43000,22.0,4.488372093023256,875.0,35995.0,0.28967213127724395,10132.521027215927,84.0,4.0,0.047619047619047616,https://cars.ksl.com/listing/6142759?ad_cid=21,       2016 f150 platinum with 3 5l twin turbo Ecoboost motor  I have babied this truck since the day it came home from the dealer  Still has the 60 000 mile powertrain warranty  I put Clear Bra on the entire front end the first day I had the truck  Always garage kept and washed weekly  Im very particular about my stuff  This truck has the Full BDS lift with Fox Shocks  Wheels are 22x11 Fuel Mavericks with 35  Toyo Tires  I put the Mx4 matte black hard folding cover on the bed  Inside of bed is rhino lined from the factory  Center console has built in safe with code for security  and has ready lift airbags with built in compressor and wireless remote  If your not familiar with the Platinum model  it s the highest package that ford makes in this truck and has every option you can order it with  Come see it in person to see how truly immaculate this truck really is  Call or text with any questions  Zak 801 891 8237    
277,2004 Toyota Corolla CE        ,Toyota,Corolla,2004,2900.0,125000,31.0,1.544,620.9677419354839,0.0,0.051450322580645164,2499.2060839043957,195.0,5.0,0.02564102564102564,https://cars.ksl.com/listing/6149215?ad_cid=18,       Car runs good no mechanical problems no check engine light on  no scammers or out state buyers cash only offers in person only      
2194,2016 Toyota Tundra SR5        ,Toyota,Tundra,2016,24250.0,92000,15.0,2.097826086956522,1283.3333333333335,20250.0,0.2575712379051074,13260.24777111475,368.0,7.0,0.019021739130434784,https://cars.ksl.com/listing/6096571?ad_cid=3,       PRICE REDUCED   Must sell the truck ASAP    I bought this truck from the dealer at 0 Miles  All the maintenance been done at the dealer as well  I got this truck for my flooring business  but now I do not do as much deliveries and installs mainly sales and measures so I need something compact   I did add some great add ons  such as     Airbags for heavy loads and front leveling kits     10 Inch Screen alpine Audio that supports Apple CarPlay and Android  Also it can mirror your phone and display Videos     Accident detection and recording Camera    Folding Steps opens with the door     Tuner bed cover     Trailer Hitch and more   Park assist    Blind spot monitor   Backup Camera   4X4    Trailer Hitch assist and more  Breaks are great and tires are in great shape as well Please serious inquires only No dealership offers please   I attached pictures that turk has a minor damage that can be fixed under  700  Damage happened during winter time  there was a wheelbarrel barrier under the snow and I didn t see it and run over it  Which dented the side of the truck     
